"","PitchNo","PAofGame","PAofInning","PitchofPA","Pitcher","PitcherThrows","BatterId","BatterSide","PitcherSet","Inning","InningTop","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","HitType","PlayResult","OutsOnPlay","RunsScored","Notes","Release.Speed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","PitchCount","K","BB","Hit","OutYorN"
"134",107,27,3,3,"Pitcher Y","Right",425766,"Left","Windup",3,0,2,1,1,"Fastball","Fastball","InPlay","","GroundBall","Out",1,0,NA,94.2871453,-2.856544444,-3.550789435,2281.964862,233.1938963,"1:45",5.696980359,2.301297257,6.303242558,-17.8664058,13.27476624,17.77993604,1.569499208,0.507880015,85.71241784,-6.238804911,-0.172597822,0.401641884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.80460206,8.129254512,-2.049502668,50,5.478601825,7.932046368,-136.8709326,-7.406503292,-20.36024989,32.0792745,-16.8552379,47,0,0,0,1
"135",118,32,1,1,"Pitcher Y","Right",435522,"Left","Windup",4,0,0,0,0,"Curveball","Curveball","FoulBall","","","",0,0,NA,76.2546783,1.648187188,-2.429818332,2839.139079,30.23107231,"7:00",5.818488503,2.817195277,5.493401702,-59.61704209,-10.71061402,-6.214708631,2.393773399,0.025316757,70.11057568,-9.4171363,-3.591145137,0.503331941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.595825262,-6.186338737,-2.600642737,50,5.922934965,4.883926515,-110.7590737,1.424770484,3.207510261,20.76075521,-39.81814744,48,0,0,0,0
"136",119,32,1,2,"Pitcher Y","Right",435522,"Left","Windup",4,0,0,0,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,93.12311682,-0.656393807,-4.013603241,2278.306929,229.879433,"1:45",5.755675959,2.547449316,6.216677858,-17.20698562,14.61580144,17.37968809,3.714602118,0.286407562,84.87072517,-3.910705819,-0.728361211,0.406013641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.61060411,8.161233712,-2.255710306,50,5.69783809,8.939115264,-135.2997851,-2.102645159,-19.65558758,29.70212797,-17.05579116,49,0,0,0,0
"137",120,32,1,3,"Pitcher Y","Right",435522,"Left","Windup",4,0,0,0,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,95.48172471,-2.977316136,-2.183620572,2455.450693,209.1112355,"1:00",5.667388447,2.519552553,6.363319096,-11.99324836,18.06238928,10.0737727,1.923993961,1.348861424,87.27606485,-5.244466361,-0.272053904,0.394579476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.134994575,10.73979703,-2.366608477,50,5.446465573,4.973175989,-138.8250653,-7.606860402,-11.970632,31.126017,-11.21850304,50,0,0,0,0
"138",121,32,1,4,"Pitcher Y","Right",435522,"Left","Windup",4,0,0,1,2,"Sinker","Fastball","BallCalled","","","",0,0,NA,92.78860957,-0.736642185,-5.401273867,2309.318987,242.9331234,"2:00",5.623519633,2.230909266,6.508548293,-23.68861716,8.009792408,15.73317017,2.970482165,-1.428870994,84.98033457,-5.222360233,-2.426070832,0.405219424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.12245432,4.612321502,-1.860569463,50,5.561485787,12.25825259,-134.6384863,-2.449283,-18.64446134,28.29408084,-23.67865335,51,0,0,0,0
"139",122,32,1,5,"Pitcher Y","Right",435522,"Left","Windup",4,0,0,2,2,"Curveball","Curveball","InPlay","","LineDrive","Out",1,0,NA,78.32003202,2.332180687,-2.143529757,2900.037311,30.23030885,"7:00",5.66098849,2.434517988,5.725147386,-60.75927839,-14.63869274,-8.505023657,2.77230587,-0.271351252,71.69660535,-9.024455893,-3.742571533,0.488786188,100.5057214,7.42707298,37.23025798,3040.258746,84.00935598,4.112683835,71.00938367,135.3617186,116.3082977,41.21093632,1.042245483,3.917539775,-8.576250029,-2.250649577,50,5.818531082,4.505470262,-113.7480084,2.864256009,5.086082203,22.63165369,-43.3084633,52,0,0,0,1
"140",123,33,2,1,"Pitcher Y","Right",527038,"Right","Windup",4,0,1,0,0,"Slider","Cutter","BallCalled","","","",0,0,NA,88.12099908,0.865285619,-2.029794079,2676.63961,204.5158485,"12:45",5.718761593,2.236262449,5.695885408,-29.34159344,6.633801621,3.040840116,4.080444925,0.597569669,80.87102737,-4.614308592,-1.461188999,0.431692302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.165043846,3.319406418,-2.067923284,50,5.773069044,4.442093172,-128.20056,0.957908537,-3.619360788,25.38926588,-26.62490947,53,0,0,0,0
"141",124,33,2,2,"Pitcher Y","Right",527038,"Right","Windup",4,0,1,1,0,"Slider","Slider","BallCalled","","","",0,0,NA,86.79923477,-1.192974873,-3.685219168,NA,162.687773,"11:30",5.70543862,2.430211684,5.920216719,-32.37325925,4.604430689,-1.446035397,1.898303882,-1.114368119,79.86150303,-7.232893373,-3.956183633,0.437664586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.232227355,2.813280364,-2.134469099,50,5.591451501,8.167228699,-126.0976905,-3.650477862,-0.374367562,25.34704256,-27.63883387,54,0,0,0,0
"142",125,33,2,3,"Pitcher Y","Right",527038,"Right","Windup",4,0,1,2,0,"Slider","Slider","BallCalled","","","",0,0,NA,86.90459583,-1.892079737,-4.513706448,2646.810572,194.27817,"12:30",5.638929452,2.382763951,6.016714761,-34.99932659,1.866328776,0.483785194,0.963836315,-1.766059234,80.09865869,-8.412993731,-4.423021626,0.437001067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.50970388,1.534678442,-2.029175909,50,5.47122947,9.939170902,-126.0935134,-5.260425737,-2.432391881,25.46380507,-29.70141837,55,0,0,0,0
"143",126,33,2,4,"Pitcher Y","Right",527038,"Right","Windup",4,0,1,3,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.64887712,-2.54376276,-4.049748608,2385.477453,201.5659472,"12:45",5.672176645,2.376032727,6.392306335,-14.68999612,17.26376997,6.835218493,2.101325776,-0.784796799,84.73810163,-5.319796434,-2.756425992,0.406848336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.873861018,10.18457694,-2.088457879,50,5.482421978,9.315161896,-134.5290544,-6.441641054,-8.937174946,29.02335702,-13.49863998,56,0,0,0,0
"144",127,33,2,5,"Pitcher Y","Right",527038,"Right","Windup",4,0,1,3,1,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,93.482962,-2.673087927,-4.263538158,2401.236327,207.2570637,"1:00",5.621990819,2.417576587,6.369157049,-15.58924029,15.91013452,8.211997757,1.854975809,-0.827889708,85.33158811,-5.620225263,-2.709008687,0.403945231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.714655541,9.491425623,-2.113546171,50,5.421306742,9.859486989,-135.6662174,-6.834677289,-10.6335544,30.12278791,-14.51286321,57,0,0,0,0
"145",128,33,2,6,"Pitcher Y","Right",527038,"Right","Windup",4,0,1,3,2,"Sinker","Fastball","StrikeSwinging","Strikeout","","",0,0,NA,92.86922817,-2.327543608,-2.793730399,2160.741834,244.4438655,"2:15",5.723306625,2.051657467,6.234359596,-22.26057293,9.886992632,20.73956468,1.717656909,1.201047934,84.47990301,-6.534282008,1.147184263,0.408080238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.18654973,6.109841712,-1.853833879,50,5.538710885,5.931352282,-134.9417754,-6.192858518,-22.29442891,31.51285246,-20.99652623,58,1,0,0,1
"146",129,34,3,1,"Pitcher Y","Right",452678,"Left","Windup",4,0,2,0,0,"Curveball","Curveball","BallCalled","","","",0,0,NA,76.42610009,3.23891687,-1.332027015,2981.574589,38.14043125,"7:15",5.786439487,2.618464458,5.997890793,-59.41224,-11.30911097,-8.844855018,3.840290238,0.64704711,69.49607611,-7.968739521,-3.008014464,0.499181156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.384303745,-7.161461723,-2.508973352,50,6.00881407,2.819659659,-110.9858837,4.677221761,5.39990258,22.19243788,-40.99442184,59,0,0,0,0
"147",130,34,3,2,"Pitcher Y","Right",452678,"Left","Windup",4,0,2,1,0,"ChangeUp","ChangeUp","FoulBall","","","",0,0,NA,83.07055556,-1.832766517,-3.083560777,1603.017918,220.2184733,"1:15",5.532508642,2.394799723,6.699857686,-25.47236921,13.51476145,11.45932771,1.731204363,0.527876772,76.56544724,-6.658386472,-0.903096874,0.449399055,64.44203595,-35.44328515,173.7849367,NA,NA,NA,NA,0.671078015,0.34876072,-156.6461443,0.032393188,-7.168131626,7.979444284,-2.19477466,50,5.400440563,6.216365494,-120.8957894,-4.532812953,-10.66431172,22.41541549,-20.30271504,60,0,0,0,0
"148",131,34,3,3,"Pitcher Y","Right",452678,"Left","Windup",4,0,2,1,1,"ChangeUp","ChangeUp","InPlay","","Popup","Out",1,0,NA,82.76531372,-1.074071453,-4.378584412,1493.418882,222.0802725,"1:30",5.679110329,2.525081188,6.686782646,-26.14469072,13.12830572,11.88746798,2.515181849,-0.496224657,76.37204148,-6.023379288,-2.125262374,0.451043613,67.19391177,59.30242792,17.35263869,4415.798183,105.1609923,83.59212959,32.26695532,151.0810138,147.9906671,16.45911713,5.161342163,-7.699076415,7.546722133,-2.238030577,50,5.596737597,8.906320459,-120.3344211,-2.939332,-11.38475432,21.49741247,-21.01458309,61,0,0,0,1
"149",147,39,1,1,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,0,0,"Fastball","Fastball","FoulBall","","","",0,0,NA,91.73439738,-1.545083863,-3.993648853,2316.221075,219.1847393,"1:15",5.758099617,2.609943896,6.387239319,-16.5898611,15.72271679,12.84092785,2.950785176,0.001081743,84.46981673,-4.674201454,-1.571516806,0.409126228,71.8188681,30.73380285,-157.0778141,3302.622189,-103.3951948,30.51945471,-37.54233293,181.8601638,47.55037482,-161.7764405,2.39414978,-8.044040909,9.005233217,-2.328911232,50,5.639113642,8.917655737,-133.3615046,-4.113742264,-14.61821302,26.24543803,-15.80908734,62,0,0,0,0
"150",148,39,1,2,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,0,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,93.93412579,-1.097903852,-3.234678754,2275.872837,207.1904141,"1:00",5.719010429,2.515639781,6.232283046,-13.91031269,17.34175021,8.923876715,3.54536034,0.272423147,85.56103826,-3.730508693,-1.545800962,0.402356353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.795311402,9.786182161,-2.27894786,50,5.630167674,7.432329797,-136.5698809,-3.067315304,-10.92146667,30.68734439,-13.7316466,63,0,0,0,0
"151",149,39,1,3,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,0,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,93.3227832,-0.864305432,-1.844068471,2248.411001,217.5308056,"1:15",5.618262264,2.786008388,6.32284298,-17.54423378,13.54880418,10.43039897,3.359892367,1.95654977,86.22998413,-4.166955652,0.122863598,0.40133136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.149137398,7.613077949,-2.656608263,50,5.546713792,4.04734542,-135.9742794,-2.608310478,-11.64748654,26.53899069,-17.75361571,64,0,0,0,0
"152",150,39,1,4,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,1,2,"Sinker","Fastball","FoulBall","","","",0,0,NA,92.69677054,-2.46249095,-4.833378928,2258.266573,247.2791592,"2:15",5.684004043,2.342440306,6.460366163,-23.43428042,8.163442575,19.566365,1.460054812,-0.476704274,85.71544714,-6.870810897,-1.143816729,0.404575344,76.44139424,-4.222913084,177.5528933,NA,NA,NA,NA,15.80424357,2.025344564,175.8725631,0.136906128,-11.93367628,5.089828209,-2.009847648,50,5.499011617,10.78251478,-134.5656912,-6.521754959,-22.13002782,26.09753374,-22.73537792,65,0,0,0,0
"153",151,39,1,5,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,1,2,"Slider","Slider","BallCalled","","","",0,0,NA,88.4401349,-0.347171539,-4.785452683,2658.970492,209.7307173,"1:00",5.73056154,2.652309612,5.832380888,-32.14966358,3.59920771,2.074705801,2.727632735,-1.632717612,81.34434884,-6.337954038,-4.398537588,0.430331052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.397707121,2.02844733,-2.262850549,50,5.68319037,10.67560299,-128.3288297,-1.828745463,-4.013218731,25.63384281,-28.77888709,66,0,0,0,0
"154",152,39,1,6,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,2,2,"Curveball","Curveball","FoulBall","","","",0,0,NA,75.56943636,1.953053562,-2.618556216,2766.643684,30.70563436,"7:00",5.69897899,2.395221034,6.402789584,-60.70935971,-12.44056846,-7.361371012,2.438142664,-0.627493281,69.33677768,-9.520160896,-4.018925932,0.500039981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.251943667,-7.448529438,-2.20449155,50,5.810885723,5.206979356,-109.8669554,2.247044563,3.936539314,21.21508732,-41.19063432,67,0,0,0,0
"155",153,39,1,7,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,2,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,93.44349365,-0.112302192,-3.094244931,2173.526299,239.1345096,"2:00",5.629440302,2.574584387,6.221677474,-20.58097646,11.1559212,18.71561695,3.810598107,1.276706327,84.68197855,-4.018143192,0.460539186,0.405465357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.16622907,6.134236663,-2.352693082,50,5.610777048,6.748341628,-135.8476997,-0.921202989,-20.70118529,31.96191028,-20.80172502,68,0,0,0,0
"156",154,39,1,8,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,3,2,"Slider","Slider","FoulBall","","","",0,0,NA,88.20567735,-1.400826415,-3.444419968,NA,155.5084346,"11:15",5.67098689,2.498690676,5.859588921,-33.08451463,3.304994247,-1.521171381,1.610081427,-0.831505017,80.01499033,-7.611291501,-3.731529109,0.434169804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.281388401,2.236047066,-2.218565339,50,5.538276487,7.75355241,-128.0136528,-4.191800354,-0.460186751,29.99122181,-28.51718412,69,0,0,0,0
"157",155,39,1,9,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,3,2,"Fastball","Fastball","FoulBall","","","",0,0,NA,92.69339193,-2.631083648,-4.038253061,2324.454806,223.2623773,"1:30",5.573137291,2.610365642,6.768618528,-17.41343105,14.11050678,13.30748036,1.712036662,0.026082456,84.65092611,-5.949429211,-1.49715939,0.404102698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.55897899,8.607867283,-2.352180878,50,5.394501201,9.130680821,-134.6478101,-6.693824607,-15.68289131,29.75978597,-16.40157766,70,0,0,0,0
"158",156,39,1,10,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,3,2,"Slider","Slider","FoulBall","","","",0,0,NA,87.11718548,0.493842762,-3.850313254,2668.186496,207.5899659,"1:00",5.679201014,2.584959279,5.80046389,-35.39423483,1.278505051,0.686119545,3.189979041,-0.94384853,80.40613674,-6.096030767,-3.722407786,0.435856169,70.10318009,16.33862617,43.10839628,3003.92115,73.3144833,12.54406314,82.00589692,156.0519466,155.6248587,50.62615895,1.855271606,-1.356392369,0.559178231,-2.269141331,50,5.698551586,8.497544482,-126.5907558,-0.054938485,-2.217729213,24.00786302,-31.25978073,71,0,0,0,0
"159",157,39,1,11,"Pitcher Y","Right",624424,"Left","Windup",5,0,0,3,2,"ChangeUp","ChangeUp","BallCalled","Walk","","",0,0,NA,82.50302272,-2.240995096,-5.117559522,1570.267312,224.8257797,"1:30",5.551459714,2.478765354,6.763051789,-25.72626147,13.79002695,13.74334664,1.352010602,-1.061501606,76.23618385,-7.106069064,-2.512753237,0.452438539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.928596775,8.228160183,-2.149589116,50,5.394536776,10.37819045,-119.7710589,-5.35731795,-13.08654631,21.1793897,-20.11412448,72,0,1,0,0
"160",158,40,2,1,"Pitcher Y","Right",571927,"Right","Stretch",5,0,0,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,91.95672965,-2.537522726,-3.878306958,2392.350227,217.3581351,"1:15",5.601376901,2.314831209,6.315087968,-16.42269459,15.68516893,11.99711302,1.888954044,-0.262657426,85.22301123,-5.617219131,-1.624641729,0.407828172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.4598976,9.157704097,-2.037039741,50,5.40750956,8.685739713,-133.6571452,-6.450570961,-13.69835022,24.72987163,-15.35807538,73,0,0,0,0
"161",159,40,2,2,"Pitcher Y","Right",571927,"Right","Stretch",5,0,0,0,1,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.85354246,-2.921349499,-3.49288762,2263.580948,212.5620971,"1:00",5.587520783,2.289665081,6.399629389,-14.69655337,16.87770479,10.79697546,1.669326042,-0.026242779,85.52356029,-5.689807847,-1.453746296,0.404425095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.811519985,10.00076328,-2.044486755,50,5.371058629,7.902814404,-134.9332779,-7.35225435,-12.65911154,27.14758276,-13.5877744,74,0,0,0,0
"162",160,40,2,3,"Pitcher Y","Right",571927,"Right","Stretch",5,0,0,0,2,"Slider","Slider","BallCalled","","","",0,0,NA,87.66091389,-2.553366787,-4.792240998,2611.488689,174.25312,"11:45",5.641010031,2.415622124,6.007121384,-34.5560993,1.612145701,-0.165668236,0.386180608,-2.047806237,81.21512153,-8.960427916,-4.82319515,0.432847822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.176187671,1.547729752,-2.038939072,50,5.420928553,10.66227427,-127.1182767,-6.7711626,-1.934251788,24.82973103,-29.62879229,75,0,0,0,0
"163",161,40,2,4,"Pitcher Y","Right",571927,"Right","Stretch",5,0,0,1,2,"Fastball","Fastball","InPlay","","Bunt","Sacrifice",1,0,NA,92.07561659,-0.768455576,-3.289647647,2109.727281,233.7432246,"1:45",5.605050016,2.245971721,6.178279814,-18.83056361,13.56808322,18.54147713,3.325067528,0.750249501,84.42207328,-4.316631839,0.207230179,0.409670747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.96540737,7.589701703,-2.007137084,50,5.537330338,7.105339937,-133.9192337,-2.400557235,-20.0043494,27.68708279,-18.32804726,76,0,0,0,1
"164",162,41,3,1,"Pitcher Y","Right",434158,"Left","Stretch",5,0,1,0,0,"Curveball","Curveball","BallCalled","","","",0,0,NA,77.33681972,3.611562227,-1.821173886,2986.496964,41.11703244,"7:15",5.672586576,2.527728578,5.575202817,-57.3635818,-10.0045261,-8.693875408,4.271226741,0.101912066,70.83489798,-7.079143163,-3.446330551,0.495305369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.122366018,-6.361877497,-2.365528739,50,5.946329108,3.826941041,-112.2422721,5.385254877,5.249454926,20.65823251,-40.27531589,77,0,0,0,0
"165",163,41,3,2,"Pitcher Y","Right",434158,"Left","Stretch",5,0,1,1,0,"Fastball","Fastball","BallCalled","","","",0,0,NA,93.31825197,-0.682877216,-3.363792629,2340.649831,211.1041688,"1:00",5.593603269,2.419401809,6.252788174,-16.25160056,15.10975503,9.134076897,3.608538552,0.075415676,85.80169254,-3.744659192,-1.643174746,0.403059286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.842162789,8.415622077,-2.174370412,50,5.534799646,7.687523983,-135.7626773,-2.140791402,-10.98931879,27.53710425,-16.34396009,78,0,0,0,0
"166",164,41,3,3,"Pitcher Y","Right",434158,"Left","Stretch",5,0,1,2,0,"Fastball","Fastball","InPlay","","LineDrive","Out",1,0,NA,92.96442816,-2.074765612,-3.41969489,2158.050307,228.9359573,"1:45",5.70896866,2.356423715,6.357299143,-17.56559952,14.11094409,16.23037035,2.331669824,0.558314685,85.13143255,-5.39453812,-0.34572084,0.405079637,97.9297113,16.03163827,-3.699856428,1307.621026,109.3362894,25.18408635,-12.06121487,299.2232675,287.6987382,-8.408993466,2.955910034,-9.83057485,8.302465292,-2.116618037,50,5.550327753,7.571338444,-135.1325499,-5.449285702,-18.21294336,28.91199192,-16.79220848,79,0,0,0,1
"167",165,42,4,1,"Pitcher Y","Right",518595,"Right","Stretch",5,0,2,0,0,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,92.68621576,-0.727830736,-3.406292668,2234.204172,240.0142235,"2:00",5.65507138,1.985173505,6.327283693,-21.66333071,10.17998387,17.69424929,3.178420397,0.319644794,84.91188096,-4.822199729,-0.057854593,0.406144571,89.15560156,45.72002316,-4.335850682,3647.453235,109.7542034,101.9915094,-7.344264335,314.4948607,310.4409398,-0.695445142,5.986740112,-10.60872299,5.770672381,-1.745365661,50,5.591566674,7.47248379,-134.8082746,-2.390760812,-19.57687282,28.54187983,-21.52510246,80,0,0,0,1
"168",185,49,1,1,"Pitcher Y","Right",493316,"Right","Windup",6,0,0,0,0,"Sinker","Fastball","StrikeCalled","","","",0,0,NA,91.8003446,-1.235583813,-3.369980458,2289.81428,245.5666978,"2:15",5.657723357,2.222910706,6.25299065,-23.15033057,9.421564507,20.80508396,2.587110892,0.845795138,84.16623837,-5.600658135,0.56322053,0.410764622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.27515273,5.480279114,-1.983204381,50,5.554490114,7.208843342,-133.4866831,-3.60906291,-22.20353455,28.06432123,-22.26121331,81,0,0,0,0
"169",186,49,1,2,"Pitcher Y","Right",493316,"Right","Windup",6,0,0,0,1,"Fastball","Fastball","InPlay","","GroundBall","Out",1,0,NA,93.65932566,-2.527802782,-2.759346101,2328.498762,240.385595,"2:00",5.736426235,2.116634368,6.176537786,-20.35677044,10.98240038,19.37304766,1.701672902,1.181151275,86.13445457,-6.348587484,0.89582761,0.402916701,57.88684291,-34.27853607,-14.5630083,NA,NA,NA,NA,5.111156163,4.242861726,-20.88070727,0.037636108,-11.27657373,6.648713507,-1.918253653,50,5.534914402,5.933630555,-136.1685355,-6.679657745,-21.26881704,28.62567503,-19.63386795,82,0,0,0,1
"170",187,50,2,1,"Pitcher Y","Right",425766,"Left","Windup",6,0,1,0,0,"ChangeUp","ChangeUp","StrikeCalled","","","",0,0,NA,81.60486434,0.056956349,-4.440073897,1344.909146,232.5887427,"1:45",5.627556458,2.537009783,6.904668615,-27.93950525,12.27810641,16.10199693,3.351289187,-0.172731774,74.86335704,-5.274228585,-1.36669334,0.456435754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.19443231,6.849375147,-2.263778961,50,5.620943221,8.825118857,-118.6644793,-0.55684645,-14.58692164,21.96205337,-22.37347355,83,0,0,0,0
"171",188,50,2,2,"Pitcher Y","Right",425766,"Left","Windup",6,0,1,0,1,"ChangeUp","ChangeUp","BallCalled","","","",0,0,NA,85.51880542,-3.299761058,-4.445907708,1359.530242,229.6582072,"1:45",5.558900904,2.486656699,6.971997248,-23.31501751,13.25197411,15.64358591,0.602462597,-0.261395613,78.89192277,-7.726700177,-1.459998768,0.435227305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.925900396,8.288253744,-2.217938591,50,5.346697795,9.26511301,-124.1774793,-7.762241243,-15.59046602,23.487655,-19.15581009,84,0,0,0,0
"172",189,50,2,3,"Pitcher Y","Right",425766,"Left","Windup",6,0,1,1,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,92.67934386,0.161940476,-4.046512027,2326.844564,213.64926,"1:00",5.646924749,2.610528421,6.145168117,-17.69759396,14.33222799,9.560126931,4.32212125,-0.337716899,84.96687766,-3.168964706,-2.249475091,0.407332235,66.68921588,36.05672688,-149.4568116,2871.436088,-97.44653795,37.94600589,-51.03091004,181.7490444,74.6314314,-153.6200985,2.72855896,-6.254159624,7.747531776,-2.307501661,50,5.650035749,9.219633263,-134.6998267,-0.191062232,-11.55850121,27.64000315,-17.85560119,85,0,0,0,0
"173",190,50,2,4,"Pitcher Y","Right",425766,"Left","Windup",6,0,1,1,2,"Fastball","Fastball","InPlay","","GroundBall","Single",0,0,NA,93.52325037,-2.112718629,-4.076327559,2185.063223,230.1159831,"1:45",5.782569062,2.413421224,6.419152681,-16.01363418,15.40778177,18.47330306,2.500390344,0.199779913,85.12592008,-5.153187415,-0.566637087,0.403445053,104.951505,-0.36895311,5.790430017,NA,NA,NA,NA,46.44058696,44.93867478,4.524281315,0.311452026,-11.33897882,9.086919556,-2.131137874,50,5.624324866,9.112097942,-135.8081661,-5.513699931,-21.10382847,30.70256186,-15.2616974,86,0,0,1,0
"174",191,51,3,1,"Pitcher Y","Right",435522,"Left","Stretch",6,0,1,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,92.84558827,-1.750940808,-3.751719034,2202.776807,237.3412446,"2:00",5.567834905,2.417546216,6.41505812,-20.49030013,11.17557617,17.48179347,2.246851886,0.420771428,85.13539198,-5.624883559,-0.439989355,0.405011424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.61336727,6.610724354,-2.157820704,50,5.433247664,8.313829192,-134.9574131,-4.762423802,-19.63363107,28.53726021,-19.94489265,87,0,0,0,0
"175",192,51,3,2,"Pitcher Y","Right",435522,"Left","Stretch",6,0,1,0,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,93.91209211,-1.126297491,-2.839530294,2319.110805,208.2775474,"1:00",5.69589994,2.366813466,6.307534231,-13.78773982,17.41121972,9.381956586,3.50808411,0.53101912,85.43103443,-3.741710825,-1.05904153,0.402014367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.962897143,9.867384553,-2.163435511,50,5.606742744,6.478894657,-136.5887675,-3.123474789,-11.22130942,31.17212527,-13.60505892,88,0,0,0,0
"176",193,51,3,3,"Pitcher Y","Right",435522,"Left","Stretch",6,0,1,0,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,94.06889932,-0.1467755,-3.261298301,2319.498182,202.0371254,"12:45",5.798253726,2.334890615,6.573567621,-10.9540697,19.78988557,8.022253617,4.750683231,0.011352848,85.6118366,-2.234919738,-1.733629637,0.39907212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.368105337,10.98833026,-2.114635899,50,5.783495888,7.55853374,-136.8602709,-0.678919139,-10.15636273,30.90354316,-11.38431718,89,0,0,0,0
"177",194,51,3,4,"Pitcher Y","Right",435522,"Left","Stretch",6,0,1,1,2,"Fastball","Fastball","FoulBall","","","",0,0,NA,93.471181,-0.600847588,-2.758261378,2266.46618,222.0590066,"1:30",5.575160187,2.312572784,6.41154176,-18.75803587,12.41048804,11.2240595,3.458981853,0.710333307,85.61972985,-4.153550196,-0.630489962,0.40181823,82.30216322,4.245495461,-176.2437534,998.6808815,NA,NA,NA,99.01080471,47.42409099,-175.354047,0.888661499,-6.909912485,6.97846993,-2.120836946,50,5.523560045,6.207807712,-136.0536994,-2.008360643,-12.98736877,29.08406287,-19.0578242,90,0,0,0,0
